id,colour,gene
ENSG00000213923,purple,CSNK1E
ENSG00000213934,turquoise,HBG1
ENSG00000213977,black,TAX1BP3
ENSG00000213988,brown,ZNF90
ENSG00000214029,brown,ZNF891
ENSG00000214135,brown,AC024560.3
ENSG00000214188,brown,ST7-OT4
ENSG00000214189,brown,ZNF788
ENSG00000214279,brown,RP11-108K14.4
ENSG00000214367,brown,HAUS3
ENSG00000214530,black,STARD10
ENSG00000214645,brown,AL162389.1
ENSG00000214765,brown,SEPT7P2
ENSG00000214776,brown,RP11-726G1.1
ENSG00000214787,brown,MS4A4E
ENSG00000215021,black,PHB2
ENSG00000215126,brown,CBWD7
ENSG00000215146,brown,RP11-313J2.1
ENSG00000215158,brown,RP11-1023L17.1
ENSG00000215421,brown,ZNF407
ENSG00000215504,brown,AP000974.1
ENSG00000215788,brown,TNFRSF25
ENSG00000215883,brown,CYB5RL
ENSG00000216895,brown,AC009403.2
ENSG00000217120,brown,RP1-76C18.1
ENSG00000217801,brown,RP11-465B22.3
ENSG00000218336,pink,TENM3
ENSG00000218416,blue,AC110619.2
ENSG00000219626,brown,FAM228B
ENSG00000221826,black,PSG3
ENSG00000221944,brown,TIGD1
ENSG00000221947,brown,XKR9
ENSG00000221955,turquoise,SLC12A8
ENSG00000221963,turquoise,APOL6
ENSG00000221978,brown,CCNL2
ENSG00000221983,black,UBA52
ENSG00000223709,brown,TRIM64EP
ENSG00000223756,brown,TSSC2
ENSG00000223959,brown,AFG3L1P
ENSG00000224051,black,GLTPD1
ENSG00000224838,brown,FKSG52
ENSG00000225151,brown,GOLGA2P7
ENSG00000225241,brown,RP11-640M9.2
ENSG00000225345,brown,SNX18P3
ENSG00000225373,brown,WASH5P
ENSG00000225485,pink,ARHGAP23
ENSG00000225663,black,FAM195B
ENSG00000225892,brown,RP11-384K6.2
ENSG00000226356,brown,RPS6P20
ENSG00000226789,brown,AC110926.4
ENSG00000227184,turquoise,EPPK1
ENSG00000227500,black,SCAMP4
ENSG00000227558,brown,PGM5P2
ENSG00000227671,brown,MIR3916
ENSG00000228253,brown,MT-ATP8
ENSG00000228716,pink,DHFR
ENSG00000228782,brown,MRPL45P2
ENSG00000229089,brown,ANKRD20A8P
ENSG00000229117,black,RPL41
ENSG00000229186,brown,ADAM1A
ENSG00000229676,brown,ZNF492
ENSG00000229816,brown,DDX50P1
ENSG00000230006,brown,ANKRD36BP2
ENSG00000230267,brown,HERC2P4
ENSG00000230409,brown,TCEA1P2
ENSG00000230715,brown,RP11-274B21.4
ENSG00000231256,brown,C17orf105
ENSG00000232774,brown,RP11-47I22.3
ENSG00000233224,salmon,HIST1H2AM
ENSG00000233264,brown,AC006042.8
ENSG00000233680,blue,HNRNPA1P27
ENSG00000233822,salmon,HIST1H2BN
ENSG00000234420,brown,ZNF37BP
ENSG00000234545,brown,FAM133B
ENSG00000234769,brown,WASH4P
ENSG00000235162,turquoise,C12orf75
ENSG00000235194,brown,PPP1R3E
ENSG00000235370,brown,DNM1P51
ENSG00000235568,turquoise,NFAM1
ENSG00000235920,brown,AC073109.2
ENSG00000236287,greenyellow,ZBED5
ENSG00000236539,brown,HNRNPA1P54
ENSG00000236882,brown,C5orf27
ENSG00000237330,purple,RNF223
ENSG00000237515,brown,SHISA9
ENSG00000238105,brown,GOLGA2P5
ENSG00000238208,brown,RP11-112N13.1
ENSG00000239305,blue,RNF103
ENSG00000239665,brown,RP11-295P9.3
ENSG00000239672,pink,NME1
ENSG00000239839,turquoise,DEFA3
ENSG00000240184,green,PCDHGC3
ENSG00000240429,brown,LRRFIP1P1
ENSG00000240694,brown,PNMA2
ENSG00000240695,brown,RP11-102M11.1
ENSG00000240771,turquoise,ARHGEF25
ENSG00000240972,black,MIF
ENSG00000241553,black,ARPC4
ENSG00000241837,black,ATP5O
ENSG00000241839,black,PLEKHO2
ENSG00000241847,brown,VDAC1P8
ENSG00000241852,purple,C8orf58
ENSG00000242013,blue,USP27X
ENSG00000242028,brown,HYPK
ENSG00000242265,pink,PEG10
ENSG00000242267,brown,SKINTL
ENSG00000242294,brown,STAG3L5P
ENSG00000242372,black,EIF6
ENSG00000242588,brown,RP11-274B21.1
ENSG00000242676,brown,ANKRD20A12P
ENSG00000242950,greenyellow,ERVW-1
ENSG00000243130,black,PSG11
ENSG00000243156,purple,MICAL3
ENSG00000243716,brown,NPIPB5
ENSG00000243811,brown,APOBEC3D
ENSG00000244038,black,DDOST
ENSG00000244187,black,TMEM141
ENSG00000244405,black,ETV5
ENSG00000244627,brown,RP3-449O17.1
ENSG00000244754,brown,N4BP2L2
ENSG00000245958,brown,RP11-33B1.1
ENSG00000246366,brown,RP11-382J12.1
ENSG00000246922,brown,UBAP1L
ENSG00000247121,brown,CTD-2260A17.2
ENSG00000248098,black,BCKDHA
ENSG00000248334,brown,WHAMMP2
ENSG00000248458,brown,AL139147.1
ENSG00000248483,brown,POU5F2
ENSG00000248503,brown,RP5-1000K24.2
ENSG00000248527,brown,MTATP6P1
ENSG00000248835,brown,AL357673.1
ENSG00000248874,brown,C5orf17
ENSG00000249240,greenyellow,AC069368.3
ENSG00000250067,brown,YJEFN3
ENSG00000250127,brown,CTD-2117L12.1
ENSG00000250462,brown,LRRC37BP1
ENSG00000250479,black,CHCHD10
ENSG00000250506,brown,CDK3
ENSG00000250517,brown,LDHAL6CP
ENSG00000250771,brown,RP11-153M7.3
ENSG00000251192,brown,ZNF674
ENSG00000251201,black,TMED7-TICAM2
ENSG00000251209,brown,LINC00923
ENSG00000251348,brown,HSPD1P11
ENSG00000251369,brown,ZNF550
ENSG00000251474,brown,RPL32P3
ENSG00000253183,brown,RP4-701O16.5
ENSG00000253245,brown,MTND1P36
ENSG00000253368,turquoise,TRNP1
ENSG00000253882,purple,RP11-61L23.2
ENSG00000254004,greenyellow,ZNF260
ENSG00000254087,purple,LYN
ENSG00000254470,black,AP5B1
ENSG00000254565,brown,MTND2P26
ENSG00000254634,brown,RP11-231C14.3
ENSG00000254772,black,EEF1G
ENSG00000254931,brown,RP11-37O16.6
ENSG00000254962,brown,OR4A14P
ENSG00000254979,turquoise,RP11-872D17.8
ENSG00000254986,salmon,DPP3
ENSG00000255350,brown,RP11-37O16.3
ENSG00000255735,blue,AC110619.1
ENSG00000256018,salmon,HIST1H3G
ENSG00000256316,salmon,HIST1H3F
ENSG00000257122,brown,RRN3P3
ENSG00000257315,blue,ZBED6
ENSG00000257365,black,FNTB
ENSG00000257608,brown,GRAMD4P3
ENSG00000257727,black,CNPY2
ENSG00000257950,brown,P2RX5-TAX1BP3
ENSG00000257966,brown,OLA1P3
ENSG00000258315,black,C17orf49
ENSG00000258472,brown,RP11-192H23.4
ENSG00000258679,brown,RP11-74M13.4
ENSG00000258818,turquoise,RNASE4
ENSG00000259295,brown,CSPG4P12
ENSG00000259571,brown,BLID
ENSG00000259752,brown,FKSG62
ENSG00000260103,brown,RP11-10O17.1
ENSG00000260266,turquoise,CTD-2311M21.2
ENSG00000260644,brown,HERC2P5
ENSG00000261556,brown,RP11-296I10.6
ENSG00000261732,brown,LA16c-431H6.6
ENSG00000261884,brown,CTC-479C5.12
ENSG00000262246,black,CORO7
ENSG00000262664,black,OVCA2
ENSG00000263002,brown,ZNF234
ENSG00000263006,brown,ROCK1P1
ENSG00000263606,brown,RP11-737O24.3
ENSG00000263647,brown,RP11-927P21.5
ENSG00000265417,brown,RP11-288C17.1
ENSG00000266820,brown,RP13-104F24.1
ENSG00000267680,brown,ZNF224
ENSG00000267906,brown,AC073333.1
ENSG00000268156,brown,FKSG61
ENSG00000269449,brown,AC002451.1
ENSG00000269468,brown,AC004824.2
ENSG00000269501,brown,RP11-353N4.6
ENSG00000269633,brown,AC017081.1
ENSG00000269657,brown,AC079210.1
ENSG00000269699,purple,ZIM2
ENSG00000269746,brown,AC009060.1
ENSG00000269774,brown,AC005399.1
ENSG00000269858,black,EGLN2
ENSG00000271519,brown,RP11-307A17.2
ENSG00000272414,blue,FAM47E-STBD1
ENSG00000272578,brown,AP000347.2
ENSG00000272647,black,GS1-259H13.10
ENSG00000272658,brown,LTB4R2
ENSG00000273173,green,SNURF
ENSG00000273274,brown,ZBTB8B
