id,colour,gene
ENSG00000112365,blue,ZBTB24
ENSG00000112379,pink,KIAA1244
ENSG00000112414,blue,GPR126
ENSG00000112486,brown,CCR6
ENSG00000112514,black,CUTA
ENSG00000112655,green,PTK7
ENSG00000112667,salmon,DNPH1
ENSG00000112697,blue,TMEM30A
ENSG00000112739,brown,PRPF4B
ENSG00000112742,pink,TTK
ENSG00000112773,blue,FAM46A
ENSG00000112799,green,LY86
ENSG00000112837,turquoise,TBX18
ENSG00000112893,blue,MAN2A1
ENSG00000112902,turquoise,SEMA5A
ENSG00000112984,pink,KIF20A
ENSG00000112992,brown,NNT
ENSG00000113013,blue,HSPA9
ENSG00000113083,turquoise,LOX
ENSG00000113140,green,SPARC
ENSG00000113141,greenyellow,IK
ENSG00000113194,black,FAF2
ENSG00000113240,brown,CLK4
ENSG00000113319,turquoise,RASGRF2
ENSG00000113368,pink,LMNB1
ENSG00000113369,purple,ARRDC3
ENSG00000113384,black,GOLPH3
ENSG00000113441,blue,LNPEP
ENSG00000113494,blue,PRLR
ENSG00000113504,green,SLC12A7
ENSG00000113522,brown,RAD50
ENSG00000113575,black,PPP2CA
ENSG00000113593,brown,PPWD1
ENSG00000113615,blue,SEC24A
ENSG00000113649,brown,TCERG1
ENSG00000113657,turquoise,DPYSL3
ENSG00000113719,purple,ERGIC1
ENSG00000113721,green,PDGFRB
ENSG00000113742,blue,CPEB4
ENSG00000113758,green,DBN1
ENSG00000113810,brown,SMC4
ENSG00000113946,blue,CLDN16
ENSG00000113971,brown,NPHP3
ENSG00000114013,green,CD86
ENSG00000114054,black,PCCB
ENSG00000114115,turquoise,RBP1
ENSG00000114120,greenyellow,SLC25A36
ENSG00000114127,greenyellow,XRN1
ENSG00000114270,turquoise,COL7A1
ENSG00000114315,black,HES1
ENSG00000114391,black,RPL24
ENSG00000114395,black,CYB561D2
ENSG00000114480,purple,GBE1
ENSG00000114638,turquoise,UPK1B
ENSG00000114656,brown,KIAA1257
ENSG00000114737,black,CISH
ENSG00000114739,blue,ACVR2B
ENSG00000114745,black,GORASP1
ENSG00000114796,blue,KLHL24
ENSG00000114853,turquoise,ZBTB47
ENSG00000114857,brown,NKTR
ENSG00000114933,greenyellow,INO80D
ENSG00000115112,pink,TFCP2L1
ENSG00000115159,blue,GPD2
ENSG00000115165,turquoise,CYTIP
ENSG00000115207,black,GTF3C2
ENSG00000115216,black,NRBP1
ENSG00000115221,turquoise,ITGB6
ENSG00000115234,black,SNX17
ENSG00000115239,brown,GPR75-ASB3
ENSG00000115271,turquoise,GCA
ENSG00000115275,black,MOGS
ENSG00000115318,turquoise,LOXL3
ENSG00000115339,turquoise,GALNT3
ENSG00000115363,black,EVA1A
ENSG00000115380,pink,EFEMP1
ENSG00000115414,turquoise,FN1
ENSG00000115415,turquoise,STAT1
ENSG00000115446,black,UNC50
ENSG00000115457,green,IGFBP2
ENSG00000115464,brown,USP34
ENSG00000115468,purple,EFHD1
ENSG00000115520,black,COQ10B
ENSG00000115524,brown,SF3B1
ENSG00000115541,blue,HSPE1
ENSG00000115590,turquoise,IL1R2
ENSG00000115641,purple,FHL2
ENSG00000115649,black,CNPPD1
ENSG00000115687,brown,PASK
ENSG00000115760,greenyellow,BIRC6
ENSG00000115806,blue,GORASP2
ENSG00000115839,blue,RAB3GAP1
ENSG00000115884,black,SDC1
ENSG00000115935,turquoise,WIPF1
ENSG00000115947,brown,ORC4
ENSG00000115956,green,PLEK
ENSG00000116001,brown,TIA1
ENSG00000116016,black,EPAS1
ENSG00000116017,purple,ARID3A
ENSG00000116161,blue,CACYBP
ENSG00000116183,purple,PAPPA2
ENSG00000116209,black,TMEM59
ENSG00000116212,black,LRRC42
ENSG00000116285,purple,ERRFI1
ENSG00000116299,brown,KIAA1324
ENSG00000116350,greenyellow,SRSF4
ENSG00000116406,blue,EDEM3
ENSG00000116560,brown,SFPQ
ENSG00000116649,green,SRM
ENSG00000116685,black,KIAA2013
ENSG00000116688,black,MFN2
ENSG00000116701,green,NCF2
ENSG00000116729,pink,WLS
ENSG00000116747,greenyellow,TROVE2
ENSG00000116754,brown,SRSF11
ENSG00000116774,turquoise,OLFML3
ENSG00000116863,black,ADPRHL2
ENSG00000116871,black,MAP7D1
ENSG00000116885,black,OSCP1
ENSG00000117091,turquoise,CD48
ENSG00000117115,green,PADI2
ENSG00000117118,black,SDHB
ENSG00000117122,black,MFAP2
ENSG00000117139,black,KDM5B
ENSG00000117143,black,UAP1
ENSG00000117280,turquoise,RAB7L1
ENSG00000117298,green,ECE1
ENSG00000117308,black,GALE
ENSG00000117335,black,CD46
ENSG00000117362,black,APH1A
ENSG00000117394,purple,SLC2A1
ENSG00000117399,salmon,CDC20
ENSG00000117408,black,IPO13
ENSG00000117410,black,ATP6V0B
ENSG00000117419,black,ERI3
ENSG00000117448,black,AKR1A1
ENSG00000117479,blue,SLC19A2
ENSG00000117500,blue,TMED5
ENSG00000117523,brown,PRRC2C
ENSG00000117569,brown,PTBP2
ENSG00000117592,black,PRDX6
ENSG00000117594,turquoise,HSD11B1
ENSG00000117602,black,RCAN3
ENSG00000117614,blue,SYF2
ENSG00000117620,blue,SLC35A3
ENSG00000117625,brown,RCOR3
ENSG00000117643,purple,MAN1C1
ENSG00000117650,pink,NEK2
ENSG00000117691,black,NENF
ENSG00000117724,pink,CENPF
ENSG00000117868,purple,ESYT2
ENSG00000117899,blue,MESDC2
ENSG00000117906,blue,RCN2
ENSG00000117984,black,CTSD
ENSG00000118193,pink,KIF14
ENSG00000118197,blue,DDX59
ENSG00000118200,blue,CAMSAP2
ENSG00000118257,pink,NRP2
ENSG00000118322,brown,ATP10B
ENSG00000118482,greenyellow,PHF3
ENSG00000118513,brown,MYB
ENSG00000118640,black,VAMP8
ENSG00000118680,black,MYL12B
ENSG00000118705,black,RPN2
ENSG00000118922,turquoise,KLF12
ENSG00000118960,black,HS1BP3
ENSG00000118971,turquoise,CCND2
ENSG00000119139,blue,TJP2
ENSG00000119314,blue,PTBP3
ENSG00000119326,pink,CTNNAL1
ENSG00000119333,black,WDR34
ENSG00000119383,black,PPP2R4
ENSG00000119392,black,GLE1
ENSG00000119397,brown,CNTRL
ENSG00000119408,green,NEK6
ENSG00000119421,black,NDUFA8
ENSG00000119431,black,HDHD3
ENSG00000119535,black,CSF3R
ENSG00000119630,black,PGF
ENSG00000119661,brown,DNAL1
ENSG00000119681,turquoise,LTBP2
ENSG00000119684,greenyellow,MLH3
ENSG00000119699,turquoise,TGFB3
ENSG00000119707,brown,RBM25
ENSG00000119760,greenyellow,SUPT7L
ENSG00000119778,brown,ATAD2B
ENSG00000119812,blue,FAM98A
ENSG00000119844,blue,AFTPH
ENSG00000119865,turquoise,CNRIP1
ENSG00000119917,turquoise,IFIT3
ENSG00000119950,purple,MXI1
ENSG00000119969,pink,HELLS
ENSG00000119977,black,TCTN3
ENSG00000120093,brown,HOXB3
ENSG00000120256,black,LRP11
ENSG00000120458,brown,MSANTD2
ENSG00000120616,brown,EPC1
ENSG00000120685,greenyellow,PROSER1
ENSG00000120686,blue,UFM1
ENSG00000120688,greenyellow,WBP4
ENSG00000120708,turquoise,TGFBI
ENSG00000120837,greenyellow,NFYB
ENSG00000120896,green,SORBS3
ENSG00000120899,turquoise,PTK2B
ENSG00000120913,black,PDLIM2
ENSG00000120963,brown,ZNF706
ENSG00000120992,black,LYPLA1
ENSG00000121073,black,SLC35B1
ENSG00000121104,turquoise,FAM117A
ENSG00000121210,turquoise,KIAA0922
ENSG00000121440,turquoise,PDZRN3
ENSG00000121680,black,PEX16
ENSG00000121848,brown,RNF115
ENSG00000121858,turquoise,TNFSF10
ENSG00000121900,black,TMEM54
ENSG00000121931,blue,LRIF1
ENSG00000121964,brown,GTDC1
ENSG00000121989,turquoise,ACVR2A
ENSG00000122035,green,RASL11A
ENSG00000122042,turquoise,UBL3
ENSG00000122122,green,SASH3
ENSG00000122126,purple,OCRL
ENSG00000122176,green,FMOD
ENSG00000122257,greenyellow,RBBP6
ENSG00000122299,brown,ZC3H7A
ENSG00000122359,black,ANXA11
ENSG00000122417,brown,ODF2L
ENSG00000122435,brown,TRMT13
ENSG00000122482,greenyellow,ZNF644
ENSG00000122484,brown,RPAP2
ENSG00000122566,brown,HNRNPA2B1
ENSG00000122641,purple,INHBA
ENSG00000122691,blue,TWIST1
ENSG00000122694,turquoise,GLIPR2
ENSG00000122778,blue,KIAA1549
ENSG00000122862,turquoise,SRGN
ENSG00000122952,pink,ZWINT
ENSG00000122966,pink,CIT
ENSG00000122971,black,ACADS
ENSG00000123091,black,RNF11
ENSG00000123094,purple,RASSF8
ENSG00000123131,turquoise,PRDX4
ENSG00000123144,blue,C19orf43
ENSG00000123159,black,GIPC1
ENSG00000123191,pink,ATP7B
ENSG00000123200,brown,ZC3H13
ENSG00000123201,brown,GUCY1B2
ENSG00000123243,blue,ITIH5
ENSG00000123268,black,ATF1
ENSG00000123338,green,NCKAP1L
ENSG00000123352,brown,SPATS2
ENSG00000123353,black,ORMDL2
ENSG00000123395,black,C12orf44
ENSG00000123416,salmon,TUBA1B
ENSG00000123444,black,KBTBD4
ENSG00000123473,pink,STIL
ENSG00000123485,pink,HJURP
ENSG00000123737,greenyellow,EXOSC9
ENSG00000123739,blue,PLA2G12A
ENSG00000123989,black,CHPF
ENSG00000124006,purple,OBSL1
ENSG00000124151,blue,NCOA3
ENSG00000124155,black,PIGT
ENSG00000124171,purple,PARD6B
ENSG00000124172,black,ATP5E
ENSG00000124207,blue,CSE1L
ENSG00000124212,turquoise,PTGIS
ENSG00000124222,brown,STX16
ENSG00000124225,turquoise,PMEPA1
ENSG00000124226,black,RNF114
ENSG00000124260,black,MAGEA10
ENSG00000124333,blue,VAMP7
ENSG00000124380,greenyellow,SNRNP27
ENSG00000124383,greenyellow,MPHOSPH10
ENSG00000124422,black,USP22
ENSG00000124467,blue,PSG8
ENSG00000124486,blue,USP9X
ENSG00000124491,green,F13A1
ENSG00000124574,brown,ABCC10
ENSG00000124596,blue,OARD1
ENSG00000124614,black,RPS10
ENSG00000124635,salmon,HIST1H2BJ
ENSG00000124688,black,MAD2L1BP
ENSG00000124693,salmon,HIST1H3B
ENSG00000124702,black,KLHDC3
ENSG00000124733,black,MEA1
ENSG00000124762,black,CDKN1A
ENSG00000124766,turquoise,SOX4
ENSG00000124784,blue,RIOK1
ENSG00000124788,turquoise,ATXN1
ENSG00000124789,blue,NUP153
ENSG00000124813,brown,RUNX2
ENSG00000125304,black,TM9SF2
ENSG00000125351,brown,UPF3B
ENSG00000125356,black,NDUFA1
ENSG00000125430,blue,HS3ST3B1
ENSG00000125462,brown,C1orf61
ENSG00000125503,purple,PPP1R12C
ENSG00000125652,black,ALKBH7
ENSG00000125676,brown,THOC2
ENSG00000125730,turquoise,C3
ENSG00000125734,black,GPR108
ENSG00000125743,black,SNRPD2
ENSG00000125814,brown,NAPB
ENSG00000125817,black,CENPB
ENSG00000125821,green,DTD1
ENSG00000125835,black,SNRPB
ENSG00000125848,turquoise,FLRT3
ENSG00000125877,black,ITPA
ENSG00000125912,black,NCLN
ENSG00000125944,greenyellow,HNRNPR
ENSG00000125970,black,RALY
ENSG00000125971,black,DYNLRB1
ENSG00000125991,black,ERGIC3
ENSG00000125995,black,ROMO1
ENSG00000126062,black,TMEM115
ENSG00000126070,brown,AGO3
ENSG00000126088,black,UROD
ENSG00000126254,black,RBM42
ENSG00000126267,black,COX6B1
ENSG00000126432,black,PRDX5
ENSG00000126453,black,BCL2L12
ENSG00000126522,green,ASL
ENSG00000126524,greenyellow,SBDS
ENSG00000126550,brown,HTN1
ENSG00000126653,brown,NSRP1
ENSG00000126777,greenyellow,KTN1
ENSG00000126787,pink,DLGAP5
ENSG00000126821,blue,SGPP1
ENSG00000126860,turquoise,EVI2A
ENSG00000126878,turquoise,AIF1L
ENSG00000126882,turquoise,FAM78A
ENSG00000126934,black,MAP2K2
ENSG00000127022,blue,CANX
ENSG00000127125,blue,PPCS
ENSG00000127191,black,TRAF2
ENSG00000127220,black,ABHD8
ENSG00000127314,greenyellow,RAP1B
ENSG00000127399,black,LRRC61
ENSG00000127463,black,EMC1
ENSG00000127526,black,SLC35E1
ENSG00000127540,black,UQCR11
ENSG00000127561,black,SYNGR3
ENSG00000127837,black,AAMP
ENSG00000127870,blue,RNF6
ENSG00000127914,brown,AKAP9
ENSG00000127947,brown,PTPN12
ENSG00000127948,black,POR
ENSG00000127954,blue,STEAP4
ENSG00000128000,brown,ZNF780B
ENSG00000128059,blue,PPAT
ENSG00000128268,purple,MGAT3
ENSG00000128272,blue,ATF4
ENSG00000128340,green,RAC2
ENSG00000128422,turquoise,KRT17
ENSG00000128487,turquoise,SPECC1
ENSG00000128524,black,ATP6V1F
ENSG00000128590,black,DNAJB9
ENSG00000128595,blue,CALU
ENSG00000128626,black,MRPS12
ENSG00000128805,brown,ARHGAP22
ENSG00000128815,turquoise,WDFY4
ENSG00000128881,blue,TTBK2
ENSG00000128918,turquoise,ALDH1A2
ENSG00000128923,blue,FAM63B
ENSG00000129009,turquoise,ISLR
ENSG00000129038,turquoise,LOXL1
ENSG00000129083,black,COPB1
ENSG00000129084,black,PSMA1
ENSG00000129103,black,SUMF2
ENSG00000129116,turquoise,PALLD
ENSG00000129226,green,CD68
ENSG00000129245,black,FXR2
ENSG00000129255,black,MPDU1
ENSG00000129277,turquoise,CCL4
ENSG00000129292,brown,PHF20L1
ENSG00000129315,blue,CCNT1
ENSG00000129353,black,SLC44A2
ENSG00000129354,black,AP1M2
ENSG00000129355,green,CDKN2D
ENSG00000129422,purple,MTUS1
ENSG00000129450,green,SIGLEC9
ENSG00000129451,brown,KLK10
ENSG00000129521,turquoise,EGLN3
ENSG00000129562,black,DAD1
ENSG00000129596,purple,CDO1
ENSG00000129625,blue,REEP5
ENSG00000129636,blue,ITFG1
ENSG00000129680,greenyellow,MAP7D3
ENSG00000130175,black,PRKCSH
ENSG00000130176,turquoise,CNN1
ENSG00000130222,black,GADD45G
ENSG00000130244,brown,FAM98C
ENSG00000130255,black,RPL36
ENSG00000130304,brown,SLC27A1
ENSG00000130340,blue,SNX9
ENSG00000130382,black,MLLT1
ENSG00000130413,brown,STK33
ENSG00000130511,black,SSBP4
ENSG00000130513,black,GDF15
ENSG00000130520,black,LSM4
ENSG00000130545,black,CRB3
ENSG00000130561,brown,SAG
ENSG00000130592,turquoise,LSP1
ENSG00000130635,turquoise,COL5A1
ENSG00000130669,black,PAK4
ENSG00000130701,purple,RBBP8NL
ENSG00000130706,black,ADRM1
ENSG00000130713,brown,EXOSC2
ENSG00000130717,black,UCK1
ENSG00000130725,black,UBE2M
ENSG00000130726,black,TRIM28
ENSG00000130733,black,YIPF2
ENSG00000130775,turquoise,THEMIS2
ENSG00000130779,blue,CLIP1
ENSG00000130813,brown,C19orf66
ENSG00000130821,purple,SLC6A8
ENSG00000130830,pink,MPP1
ENSG00000130856,blue,ZNF236
ENSG00000130881,green,LRP3
ENSG00000130921,brown,C12orf65
ENSG00000130962,purple,PRRG1
ENSG00000131013,greenyellow,PPIL4
ENSG00000131023,greenyellow,LATS1
ENSG00000131037,purple,EPS8L1
ENSG00000131043,black,AAR2
ENSG00000131051,brown,RBM39
ENSG00000131069,black,ACSS2
ENSG00000131100,black,ATP6V1E1
ENSG00000131127,brown,ZNF141
ENSG00000131143,black,COX4I1
ENSG00000131149,purple,GSE1
ENSG00000131165,black,CHMP1A
ENSG00000131171,turquoise,SH3BGRL
ENSG00000131242,pink,RAB11FIP4
ENSG00000131389,purple,SLC6A6
ENSG00000131408,black,NR1H2
ENSG00000131437,greenyellow,KIF3A
ENSG00000131446,black,MGAT1
ENSG00000131469,black,RPL27
ENSG00000131471,turquoise,AOC3
ENSG00000131475,black,VPS25
ENSG00000131495,black,NDUFA2
ENSG00000131507,blue,NDFIP1
ENSG00000131652,black,THOC6
ENSG00000131669,black,NINJ1
ENSG00000131747,pink,TOP2A
ENSG00000131748,black,STARD3
ENSG00000131871,black,VIMP
ENSG00000131873,blue,CHSY1
ENSG00000131966,black,ACTR10
ENSG00000131969,brown,ABHD12B
ENSG00000131981,turquoise,LGALS3
ENSG00000132002,blue,DNAJB1
ENSG00000132017,black,DCAF15
ENSG00000132128,black,LRRC41
ENSG00000132141,brown,CCT6B
ENSG00000132153,black,DHX30
ENSG00000132182,pink,NUP210
ENSG00000132205,turquoise,EMILIN2
ENSG00000132254,black,ARFIP2
ENSG00000132274,brown,TRIM22
ENSG00000132297,brown,HHLA1
ENSG00000132330,brown,SCLY
ENSG00000132334,turquoise,PTPRE
ENSG00000132356,greenyellow,PRKAA1
ENSG00000132424,brown,PNISR
ENSG00000132466,greenyellow,ANKRD17
ENSG00000132481,turquoise,TRIM47
ENSG00000132485,brown,ZRANB2
ENSG00000132507,black,EIF5A
ENSG00000132522,greenyellow,GPS2
ENSG00000132549,brown,VPS13B
ENSG00000132561,turquoise,MATN2
ENSG00000132581,black,SDF2
ENSG00000132612,black,VPS4A
ENSG00000132613,purple,MTSS1L
ENSG00000132688,turquoise,NES
ENSG00000132698,black,RAB25
ENSG00000132819,turquoise,RBM38
ENSG00000132823,blue,OSER1
ENSG00000132824,blue,SERINC3
ENSG00000132854,pink,KANK4
ENSG00000132874,brown,SLC14A2
ENSG00000132915,brown,PDE6A
ENSG00000133048,turquoise,CHI3L1
ENSG00000133069,turquoise,TMCC2
ENSG00000133104,blue,SPG20
ENSG00000133106,turquoise,EPSTI1
ENSG00000133134,blue,BEX2
ENSG00000133138,brown,TBC1D8B
ENSG00000133226,brown,SRRM1
ENSG00000133243,black,BTBD2
ENSG00000133392,turquoise,MYH11
ENSG00000133460,blue,SLC2A11
ENSG00000133597,black,ADCK2
ENSG00000133624,brown,ZNF767
ENSG00000133627,brown,ACTR3B
ENSG00000133742,turquoise,CA1
ENSG00000133773,greenyellow,CCDC59
ENSG00000133800,green,LYVE1
ENSG00000133816,turquoise,MICAL2
ENSG00000133858,brown,ZFC3H1
ENSG00000134007,brown,ADAM20
ENSG00000134013,green,LOXL2
ENSG00000134030,turquoise,CTIF
ENSG00000134046,greenyellow,MBD2
ENSG00000134049,black,IER3IP1
ENSG00000134057,salmon,CCNB1
ENSG00000134107,purple,BHLHE40
ENSG00000134108,blue,ARL8B
ENSG00000134109,black,EDEM1
ENSG00000134138,brown,MEIS2
ENSG00000134146,brown,DPH6
ENSG00000134153,blue,EMC7
ENSG00000134198,turquoise,TSPAN2
ENSG00000134215,blue,VAV3
ENSG00000134247,black,PTGFRN
ENSG00000134294,blue,SLC38A2
ENSG00000134297,brown,PLEKHA8P1
ENSG00000134308,green,YWHAQ
ENSG00000134317,purple,GRHL1
ENSG00000134321,turquoise,RSAD2
ENSG00000134326,turquoise,CMPK2
ENSG00000134352,turquoise,IL6ST
ENSG00000134480,brown,CCNH
ENSG00000134504,blue,KCTD1
ENSG00000134516,turquoise,DOCK2
ENSG00000134531,turquoise,EMP1
ENSG00000134539,brown,KLRD1
ENSG00000134575,black,ACP2
ENSG00000134602,blue,MST4
ENSG00000134744,brown,ZCCHC11
ENSG00000134775,turquoise,FHOD3
ENSG00000134802,turquoise,SLC43A3
ENSG00000134825,black,TMEM258
ENSG00000134852,blue,CLOCK
ENSG00000134871,green,COL4A2
ENSG00000134882,black,UBAC2
ENSG00000134884,brown,ARGLU1
ENSG00000134910,blue,STT3A
ENSG00000134970,blue,TMED7
ENSG00000135002,purple,RFK
ENSG00000135048,blue,TMEM2
ENSG00000135074,turquoise,ADAM19
ENSG00000135077,green,HAVCR2
ENSG00000135111,blue,TBX3
ENSG00000135116,brown,HRK
ENSG00000135164,brown,DMTF1
ENSG00000135245,purple,HILPDA
ENSG00000135272,turquoise,MDFIC
ENSG00000135316,brown,SYNCRIP
ENSG00000135338,greenyellow,LCA5
ENSG00000135346,black,CGA
ENSG00000135378,blue,PRRG4
ENSG00000135390,black,ATP5G2
ENSG00000135392,black,DNAJC14
ENSG00000135404,black,CD63
ENSG00000135407,brown,AVIL
ENSG00000135441,black,BLOC1S1
ENSG00000135446,black,CDK4
ENSG00000135452,black,TSPAN31
ENSG00000135535,black,CD164
ENSG00000135549,blue,PKIB
ENSG00000135587,black,SMPD2
ENSG00000135604,blue,STX11
ENSG00000135631,black,RAB11FIP5
ENSG00000135637,brown,CCDC142
ENSG00000135723,green,FHOD1
ENSG00000135747,brown,ZNF670
ENSG00000135837,greenyellow,CEP350
ENSG00000135842,turquoise,FAM129A
ENSG00000135905,turquoise,DOCK10
ENSG00000135919,turquoise,SERPINE2
ENSG00000135926,black,TMBIM1
ENSG00000135968,brown,GCC2
ENSG00000135976,brown,ANKRD36
ENSG00000135999,greenyellow,EPC2
ENSG00000136010,turquoise,ALDH1L2
ENSG00000136068,turquoise,FLNB
ENSG00000136108,pink,CKAP2
ENSG00000136147,brown,PHF11
ENSG00000136156,turquoise,ITM2B
ENSG00000136193,turquoise,SCRN1
ENSG00000136231,blue,IGF2BP3
ENSG00000136240,black,KDELR2
ENSG00000136250,green,AOAH
ENSG00000136261,black,BZW2
ENSG00000136270,black,TBRG4
ENSG00000136286,turquoise,MYO1G
ENSG00000136295,green,TTYH3
ENSG00000136379,blue,ABHD17C
ENSG00000136425,black,CIB2
ENSG00000136487,black,GH2
ENSG00000136488,black,CSH1
ENSG00000136527,greenyellow,TRA2B
ENSG00000136689,turquoise,IL1RN
ENSG00000136715,blue,SAP130
ENSG00000136731,blue,UGGT1
ENSG00000136732,turquoise,GYPC
ENSG00000136802,purple,LRRC8A
ENSG00000136830,black,FAM129B
ENSG00000136848,purple,DAB2IP
ENSG00000136859,turquoise,ANGPTL2
ENSG00000136867,black,SLC31A2
ENSG00000136888,black,ATP6V1G1
ENSG00000136895,brown,GARNL3
ENSG00000136908,black,DPM2
ENSG00000136929,turquoise,HEMGN
ENSG00000136930,black,PSMB7
ENSG00000136936,greenyellow,XPA
ENSG00000137100,black,DCTN3
ENSG00000137106,black,GRHPR
ENSG00000137124,turquoise,ALDH1B1
ENSG00000137154,black,RPS6
ENSG00000137168,pink,PPIL1
ENSG00000137207,black,YIPF3
ENSG00000137259,salmon,HIST1H2AB
ENSG00000137266,pink,SLC22A23
ENSG00000137267,turquoise,TUBB2A
ENSG00000137269,purple,LRRC1
ENSG00000137270,blue,GCM1
ENSG00000137309,pink,HMGA1
ENSG00000137409,black,MTCH1
ENSG00000137460,blue,FHDC1
ENSG00000137462,turquoise,TLR2
ENSG00000137474,pink,MYO7A
ENSG00000137492,greenyellow,PRKRIR
ENSG00000137500,brown,CCDC90B
ENSG00000137504,brown,CREBZF
ENSG00000137509,turquoise,PRCP
ENSG00000137642,turquoise,SORL1
ENSG00000137709,blue,POU2F3
ENSG00000137710,blue,RDX
ENSG00000137714,black,FDX1
ENSG00000137747,black,TMPRSS13
ENSG00000137767,green,SQRDL
ENSG00000137776,brown,SLTM
ENSG00000137801,turquoise,THBS1
ENSG00000137804,pink,NUSAP1
ENSG00000137809,turquoise,ITGA11
ENSG00000137812,pink,CASC5
ENSG00000137824,black,RMDN3
ENSG00000137845,blue,ADAM10
ENSG00000137869,blue,CYP19A1
ENSG00000137871,brown,ZNF280D
ENSG00000137936,purple,BCAR3
ENSG00000137960,turquoise,GIPC2
ENSG00000138018,blue,EPT1
ENSG00000138035,brown,PNPT1
ENSG00000138050,brown,THUMPD2
ENSG00000138073,black,PREB
ENSG00000138074,black,SLC5A6
ENSG00000138079,brown,SLC3A1
ENSG00000138080,green,EMILIN1
ENSG00000138081,brown,FBXO11
ENSG00000138085,black,ATRAID
ENSG00000138107,black,ACTR1A
ENSG00000138131,turquoise,LOXL4
ENSG00000138138,blue,ATAD1
ENSG00000138160,pink,KIF11
ENSG00000138172,black,CALHM2
ENSG00000138180,pink,CEP55
ENSG00000138182,brown,KIF20B
ENSG00000138185,blue,ENTPD1
ENSG00000138385,greenyellow,SSB
ENSG00000138386,turquoise,NAB1
ENSG00000138398,brown,PPIG
ENSG00000138430,pink,OLA1
ENSG00000138433,greenyellow,CIR1
ENSG00000138434,black,SSFA2
ENSG00000138459,blue,SLC35A5
ENSG00000138463,blue,DIRC2
ENSG00000138468,brown,SENP7
ENSG00000138495,blue,COX17
ENSG00000138496,turquoise,PARP9
ENSG00000138593,blue,SECISBP2L
ENSG00000138600,black,SPPL2A
ENSG00000138629,black,UBL7
ENSG00000138640,blue,FAM13A
ENSG00000138641,turquoise,HERC3
ENSG00000138642,turquoise,HERC6
ENSG00000138658,brown,C4orf21
ENSG00000138668,brown,HNRNPD
ENSG00000138675,brown,FGF5
ENSG00000138688,brown,KIAA1109
ENSG00000138709,greenyellow,LARP1B
ENSG00000138764,turquoise,CCNG2
ENSG00000138767,blue,CNOT6L
ENSG00000138771,turquoise,SHROOM3
ENSG00000138778,pink,CENPE
ENSG00000138801,turquoise,PAPSS1
ENSG00000138814,turquoise,PPP3CA
ENSG00000138821,blue,SLC39A8
ENSG00000138942,black,RNF185
ENSG00000139055,turquoise,ERP27
ENSG00000139112,black,GABARAPL1
ENSG00000139132,blue,FGD4
ENSG00000139180,black,NDUFA9
ENSG00000139197,black,PEX5
ENSG00000139211,turquoise,AMIGO2
ENSG00000139233,greenyellow,LLPH
ENSG00000139278,turquoise,GLIPR1
ENSG00000139287,brown,TPH2
ENSG00000139329,turquoise,LUM
ENSG00000139372,blue,TDG
ENSG00000139496,blue,NUPL1
ENSG00000139517,blue,LNX2
ENSG00000139546,black,TARBP2
ENSG00000139547,brown,RDH16
ENSG00000139629,turquoise,GALNT6
ENSG00000139644,black,TMBIM6
ENSG00000139687,turquoise,RB1
ENSG00000139714,black,MORN3
ENSG00000139722,black,VPS37B
ENSG00000139746,brown,RBM26
ENSG00000139974,brown,SLC38A6
ENSG00000140006,blue,WDR89
ENSG00000140030,turquoise,GPR65
ENSG00000140043,brown,PTGR2
ENSG00000140153,black,WDR20
ENSG00000140199,turquoise,SLC12A6
ENSG00000140259,blue,MFAP1
ENSG00000140263,turquoise,SORD
ENSG00000140319,greenyellow,SRP14
ENSG00000140320,black,BAHD1
ENSG00000140367,purple,UBE2Q2
ENSG00000140379,turquoise,BCL2A1
ENSG00000140396,blue,NCOA2
ENSG00000140416,turquoise,TPM1
ENSG00000140459,black,CYP11A1
ENSG00000140479,turquoise,PCSK6
ENSG00000140497,black,SCAMP2
ENSG00000140511,turquoise,HAPLN3
ENSG00000140521,black,POLG
ENSG00000140525,pink,FANCI
ENSG00000140526,turquoise,ABHD2
ENSG00000140545,green,MFGE8
ENSG00000140553,black,UNC45A
ENSG00000140564,black,FURIN
ENSG00000140612,brown,SEC11A
ENSG00000140678,turquoise,ITGAX
ENSG00000140682,turquoise,TGFB1I1
ENSG00000140743,turquoise,CDR2
ENSG00000140750,blue,ARHGAP17
ENSG00000140795,brown,MYLK3
ENSG00000140988,salmon,RPS2
ENSG00000140992,black,PDPK1
ENSG00000140993,brown,TIGD7
ENSG00000141052,turquoise,MYOCD
ENSG00000141098,purple,GFOD2
ENSG00000141232,turquoise,TOB1
ENSG00000141298,turquoise,SSH2
ENSG00000141349,black,G6PC3
ENSG00000141424,blue,SLC39A6
ENSG00000141429,black,GALNT1
ENSG00000141447,turquoise,OSBPL1A
ENSG00000141448,turquoise,GATA6
ENSG00000141452,blue,C18orf8
ENSG00000141480,green,ARRB2
ENSG00000141504,green,SAT2
ENSG00000141506,turquoise,PIK3R5
ENSG00000141542,brown,RAB40B
ENSG00000141552,black,ANAPC11
ENSG00000141579,black,ZNF750
ENSG00000141582,pink,CBX4
ENSG00000141622,brown,RNF165
ENSG00000141664,purple,ZCCHC2
ENSG00000141665,brown,FBXO15
ENSG00000141696,turquoise,LEPREL4
ENSG00000141699,black,FAM134C
ENSG00000141736,black,ERBB2
