nodeName	altName	nodeAttr[nodesPresent, ]
ENSG00000101336	NA	green
ENSG00000101337	NA	black
ENSG00000101347	NA	grey
ENSG00000101363	NA	grey
ENSG00000101384	NA	grey
ENSG00000101400	NA	grey
ENSG00000101439	NA	grey
ENSG00000101444	NA	black
ENSG00000101445	NA	grey
ENSG00000101448	NA	brown
ENSG00000101460	NA	grey
ENSG00000101474	NA	black
ENSG00000101493	NA	grey
ENSG00000101546	NA	grey
ENSG00000101557	NA	grey
ENSG00000101577	NA	black
ENSG00000101596	NA	brown
ENSG00000101670	NA	grey
ENSG00000101680	NA	brown
ENSG00000101695	NA	grey
ENSG00000101745	NA	brown
ENSG00000101825	NA	grey
ENSG00000101842	NA	brown
ENSG00000101849	NA	pink
ENSG00000101850	NA	grey
ENSG00000101856	NA	grey
ENSG00000101871	NA	purple
ENSG00000101888	NA	blue
ENSG00000101901	NA	brown
ENSG00000101911	NA	turquoise
ENSG00000101916	NA	green
ENSG00000101935	NA	blue
ENSG00000101951	NA	pink
ENSG00000101986	NA	black
ENSG00000102007	NA	turquoise
ENSG00000102032	NA	green
ENSG00000102034	NA	grey
ENSG00000102081	NA	grey
ENSG00000102098	NA	blue
ENSG00000102100	NA	black
ENSG00000102125	NA	grey
ENSG00000102144	NA	grey
ENSG00000102158	NA	grey
ENSG00000102178	NA	grey
ENSG00000102181	NA	black
ENSG00000102189	NA	greenyellow
ENSG00000102230	NA	grey
ENSG00000102241	NA	blue
ENSG00000102243	NA	grey
ENSG00000102265	NA	turquoise
ENSG00000102287	NA	brown
ENSG00000102302	NA	grey
ENSG00000102316	NA	grey
ENSG00000102349	NA	grey
ENSG00000102362	NA	turquoise
ENSG00000102393	NA	grey
ENSG00000102401	NA	grey
ENSG00000102409	NA	blue
ENSG00000102471	NA	black
ENSG00000102531	NA	blue
ENSG00000102547	NA	turquoise
ENSG00000102554	NA	blue
ENSG00000102572	NA	purple
ENSG00000102575	NA	grey
ENSG00000102580	NA	blue
ENSG00000102595	NA	brown
ENSG00000102606	NA	grey
ENSG00000102710	NA	brown
ENSG00000102743	NA	turquoise
ENSG00000102755	NA	purple
ENSG00000102763	NA	grey
ENSG00000102780	NA	brown
ENSG00000102781	NA	grey
ENSG00000102805	NA	grey
ENSG00000102878	NA	grey
ENSG00000102879	NA	green
ENSG00000102882	NA	grey
ENSG00000102886	NA	turquoise
ENSG00000102890	NA	grey
ENSG00000102901	NA	grey
ENSG00000102908	NA	grey
ENSG00000102978	NA	black
ENSG00000102996	NA	black
ENSG00000103024	NA	grey
ENSG00000103043	NA	grey
ENSG00000103051	NA	black
ENSG00000103064	NA	pink
ENSG00000103066	NA	grey
ENSG00000103145	NA	grey
ENSG00000103152	NA	grey
ENSG00000103168	NA	grey
ENSG00000103174	NA	grey
ENSG00000103196	NA	grey
ENSG00000103222	NA	turquoise
ENSG00000103245	NA	grey
ENSG00000103249	NA	black
ENSG00000103254	NA	grey
ENSG00000103257	NA	black
ENSG00000103266	NA	grey
ENSG00000103313	NA	turquoise
ENSG00000103326	NA	grey
ENSG00000103335	NA	green
ENSG00000103363	NA	black
ENSG00000103381	NA	grey
ENSG00000103485	NA	grey
ENSG00000103490	NA	grey
ENSG00000103494	NA	brown
ENSG00000103495	NA	grey
ENSG00000103502	NA	black
ENSG00000103507	NA	black
ENSG00000103510	NA	black
ENSG00000103546	NA	black
ENSG00000103549	NA	black
ENSG00000103569	NA	turquoise
ENSG00000103657	NA	grey
ENSG00000103710	NA	grey
ENSG00000103742	NA	grey
ENSG00000103855	NA	grey
ENSG00000103966	NA	grey
ENSG00000103978	NA	blue
ENSG00000103995	NA	grey
ENSG00000104047	NA	grey
ENSG00000104067	NA	grey
ENSG00000104093	NA	brown
ENSG00000104142	NA	black
ENSG00000104154	NA	turquoise
ENSG00000104164	NA	brown
ENSG00000104177	NA	brown
ENSG00000104213	NA	grey
ENSG00000104218	NA	grey
ENSG00000104325	NA	turquoise
ENSG00000104327	NA	brown
ENSG00000104331	NA	blue
ENSG00000104332	NA	turquoise
ENSG00000104361	NA	grey
ENSG00000104375	NA	blue
ENSG00000104412	NA	greenyellow
ENSG00000104419	NA	purple
ENSG00000104447	NA	grey
ENSG00000104472	NA	blue
ENSG00000104517	NA	greenyellow
ENSG00000104522	NA	grey
ENSG00000104626	NA	blue
ENSG00000104635	NA	grey
ENSG00000104679	NA	grey
ENSG00000104687	NA	grey
ENSG00000104714	NA	grey
ENSG00000104728	NA	grey
ENSG00000104738	NA	black
ENSG00000104756	NA	grey
ENSG00000104765	NA	purple
ENSG00000104774	NA	grey
ENSG00000104783	NA	black
ENSG00000104805	NA	black
ENSG00000104827	NA	grey
ENSG00000104835	NA	grey
ENSG00000104852	NA	grey
ENSG00000104853	NA	black
ENSG00000104856	NA	grey
ENSG00000104859	NA	grey
ENSG00000104866	NA	grey
ENSG00000104870	NA	grey
ENSG00000104880	NA	grey
ENSG00000104881	NA	grey
ENSG00000104885	NA	grey
ENSG00000104886	NA	grey
ENSG00000104894	NA	green
ENSG00000104897	NA	grey
ENSG00000104903	NA	green
ENSG00000104904	NA	black
ENSG00000104936	NA	grey
ENSG00000104960	NA	grey
ENSG00000104964	NA	black
ENSG00000104967	NA	grey
ENSG00000104969	NA	grey
ENSG00000104970	NA	brown
ENSG00000104973	NA	grey
ENSG00000104976	NA	grey
ENSG00000104979	NA	black
ENSG00000104998	NA	turquoise
ENSG00000105011	NA	pink
ENSG00000105063	NA	black
ENSG00000105135	NA	black
ENSG00000105136	NA	greenyellow
ENSG00000105137	NA	purple
ENSG00000105185	NA	grey
ENSG00000105198	NA	blue
ENSG00000105202	NA	grey
ENSG00000105220	NA	grey
ENSG00000105223	NA	black
ENSG00000105227	NA	grey
ENSG00000105229	NA	grey
ENSG00000105246	NA	black
ENSG00000105248	NA	grey
ENSG00000105254	NA	grey
ENSG00000105258	NA	grey
ENSG00000105281	NA	grey
ENSG00000105321	NA	grey
ENSG00000105325	NA	black
ENSG00000105327	NA	grey
ENSG00000105355	NA	grey
ENSG00000105357	NA	turquoise
ENSG00000105364	NA	grey
ENSG00000105372	NA	black
ENSG00000105373	NA	grey
ENSG00000105392	NA	brown
ENSG00000105393	NA	black
ENSG00000105402	NA	black
ENSG00000105404	NA	black
ENSG00000105429	NA	green
ENSG00000105438	NA	black
ENSG00000105447	NA	grey
ENSG00000105483	NA	grey
ENSG00000105492	NA	purple
ENSG00000105518	NA	grey
ENSG00000105519	NA	grey
ENSG00000105538	NA	grey
ENSG00000105552	NA	black
ENSG00000105556	NA	grey
ENSG00000105568	NA	black
ENSG00000105576	NA	grey
ENSG00000105583	NA	black
ENSG00000105607	NA	grey
ENSG00000105612	NA	grey
ENSG00000105617	NA	grey
ENSG00000105619	NA	black
ENSG00000105640	NA	black
ENSG00000105647	NA	grey
ENSG00000105650	NA	brown
ENSG00000105655	NA	grey
ENSG00000105656	NA	grey
ENSG00000105662	NA	grey
ENSG00000105669	NA	black
ENSG00000105671	NA	black
ENSG00000105676	NA	grey
ENSG00000105677	NA	black
ENSG00000105699	NA	black
ENSG00000105701	NA	black
ENSG00000105711	NA	green
ENSG00000105722	NA	grey
ENSG00000105732	NA	grey
ENSG00000105738	NA	grey
ENSG00000105755	NA	grey
ENSG00000105792	NA	brown
ENSG00000105810	NA	grey
ENSG00000105821	NA	brown
ENSG00000105825	NA	black
ENSG00000105829	NA	blue
ENSG00000105835	NA	turquoise
ENSG00000105851	NA	turquoise
ENSG00000105854	NA	grey
ENSG00000105856	NA	black
ENSG00000105875	NA	grey
ENSG00000105879	NA	greenyellow
ENSG00000105887	NA	black
ENSG00000105928	NA	pink
ENSG00000105953	NA	black
ENSG00000105963	NA	grey
ENSG00000105971	NA	grey
ENSG00000105974	NA	turquoise
ENSG00000106009	NA	grey
ENSG00000106031	NA	grey
ENSG00000106034	NA	grey
ENSG00000106052	NA	blue
ENSG00000106077	NA	grey
ENSG00000106080	NA	grey
ENSG00000106086	NA	blue
ENSG00000106133	NA	grey
ENSG00000106153	NA	black
ENSG00000106211	NA	grey
ENSG00000106258	NA	brown
ENSG00000106266	NA	black
ENSG00000106299	NA	blue
ENSG00000106305	NA	grey
ENSG00000106333	NA	grey
ENSG00000106344	NA	brown
ENSG00000106346	NA	greenyellow
ENSG00000106348	NA	green
ENSG00000106351	NA	black
ENSG00000106366	NA	grey
ENSG00000106367	NA	grey
ENSG00000106397	NA	grey
ENSG00000106399	NA	grey
ENSG00000106400	NA	black
ENSG00000106404	NA	grey
ENSG00000106443	NA	brown
ENSG00000106460	NA	blue
ENSG00000106462	NA	pink
ENSG00000106479	NA	grey
ENSG00000106511	NA	grey
ENSG00000106524	NA	blue
ENSG00000106526	NA	blue
ENSG00000106536	NA	grey
ENSG00000106546	NA	blue
ENSG00000106565	NA	grey
ENSG00000106588	NA	black
ENSG00000106603	NA	brown
ENSG00000106615	NA	blue
ENSG00000106624	NA	turquoise
ENSG00000106628	NA	grey
ENSG00000106635	NA	grey
ENSG00000106638	NA	black
ENSG00000106682	NA	black
ENSG00000106683	NA	grey
ENSG00000106686	NA	grey
ENSG00000106701	NA	grey
ENSG00000106714	NA	turquoise
ENSG00000106723	NA	blue
ENSG00000106772	NA	turquoise
ENSG00000106780	NA	turquoise
ENSG00000106785	NA	turquoise
ENSG00000106789	NA	purple
ENSG00000106799	NA	grey
ENSG00000106803	NA	grey
ENSG00000106809	NA	turquoise
ENSG00000106853	NA	grey
ENSG00000106976	NA	brown
ENSG00000106991	NA	grey
ENSG00000106993	NA	greenyellow
ENSG00000107020	NA	grey
ENSG00000107021	NA	grey
ENSG00000107077	NA	brown
ENSG00000107130	NA	turquoise
ENSG00000107175	NA	black
ENSG00000107186	NA	grey
ENSG00000107249	NA	grey
ENSG00000107263	NA	grey
ENSG00000107281	NA	grey
ENSG00000107331	NA	grey
ENSG00000107404	NA	grey
ENSG00000107521	NA	grey
ENSG00000107560	NA	greenyellow
ENSG00000107581	NA	blue
ENSG00000107679	NA	blue
ENSG00000107719	NA	grey
ENSG00000107736	NA	brown
ENSG00000107738	NA	black
ENSG00000107771	NA	blue
ENSG00000107789	NA	black
ENSG00000107796	NA	turquoise
ENSG00000107816	NA	grey
ENSG00000107819	NA	purple
ENSG00000107829	NA	grey
ENSG00000107833	NA	grey
ENSG00000107872	NA	grey
ENSG00000107874	NA	grey
ENSG00000107890	NA	brown
ENSG00000107954	NA	purple
ENSG00000107957	NA	purple
ENSG00000107960	NA	grey
ENSG00000107968	NA	grey
ENSG00000107984	NA	turquoise
ENSG00000108001	NA	grey
ENSG00000108055	NA	greenyellow
ENSG00000108094	NA	black
ENSG00000108106	NA	grey
ENSG00000108175	NA	grey
ENSG00000108179	NA	grey
ENSG00000108256	NA	greenyellow
ENSG00000108262	NA	grey
ENSG00000108292	NA	grey
ENSG00000108294	NA	black
ENSG00000108298	NA	black
ENSG00000108309	NA	grey
ENSG00000108344	NA	black
ENSG00000108352	NA	grey
ENSG00000108370	NA	turquoise
ENSG00000108381	NA	grey
ENSG00000108387	NA	grey
ENSG00000108389	NA	purple
ENSG00000108423	NA	brown
ENSG00000108448	NA	grey
ENSG00000108465	NA	grey
ENSG00000108469	NA	grey
ENSG00000108474	NA	brown
ENSG00000108479	NA	grey
ENSG00000108510	NA	blue
ENSG00000108523	NA	black
ENSG00000108528	NA	black
ENSG00000108557	NA	grey
ENSG00000108582	NA	blue
ENSG00000108587	NA	grey
ENSG00000108588	NA	blue
ENSG00000108591	NA	black
ENSG00000108604	NA	black
ENSG00000108622	NA	grey
ENSG00000108639	NA	black
ENSG00000108654	NA	grey
ENSG00000108679	NA	grey
ENSG00000108784	NA	grey
ENSG00000108786	NA	grey
ENSG00000108797	NA	grey
ENSG00000108798	NA	grey
ENSG00000108821	NA	turquoise
ENSG00000108828	NA	grey
ENSG00000108829	NA	black
ENSG00000108840	NA	black
ENSG00000108848	NA	brown
ENSG00000108854	NA	grey
ENSG00000108861	NA	black
ENSG00000108950	NA	turquoise
ENSG00000108960	NA	blue
ENSG00000108961	NA	black
ENSG00000109046	NA	brown
ENSG00000109062	NA	grey
ENSG00000109063	NA	brown
ENSG00000109065	NA	grey
ENSG00000109066	NA	black
ENSG00000109072	NA	turquoise
ENSG00000109079	NA	black
ENSG00000109089	NA	grey
ENSG00000109099	NA	grey
ENSG00000109113	NA	grey
ENSG00000109118	NA	grey
ENSG00000109171	NA	blue
ENSG00000109189	NA	blue
ENSG00000109458	NA	blue
ENSG00000109472	NA	grey
ENSG00000109475	NA	grey
ENSG00000109501	NA	purple
ENSG00000109519	NA	grey
ENSG00000109572	NA	blue
ENSG00000109586	NA	turquoise
ENSG00000109625	NA	grey
ENSG00000109654	NA	turquoise
ENSG00000109686	NA	turquoise
ENSG00000109689	NA	grey
ENSG00000109736	NA	grey
ENSG00000109756	NA	grey
ENSG00000109771	NA	brown
ENSG00000109790	NA	blue
ENSG00000109805	NA	pink
ENSG00000109814	NA	turquoise
ENSG00000109854	NA	blue
ENSG00000109861	NA	green
ENSG00000109881	NA	grey
ENSG00000109906	NA	grey
ENSG00000109920	NA	brown
ENSG00000109971	NA	blue
ENSG00000110002	NA	black
ENSG00000110025	NA	grey
ENSG00000110042	NA	grey
ENSG00000110046	NA	grey
ENSG00000110047	NA	grey
ENSG00000110048	NA	blue
ENSG00000110057	NA	grey
ENSG00000110074	NA	grey
ENSG00000110077	NA	turquoise
ENSG00000110080	NA	black
ENSG00000110090	NA	grey
ENSG00000110092	NA	grey
ENSG00000110107	NA	grey
ENSG00000110108	NA	black
ENSG00000110172	NA	brown
ENSG00000110195	NA	grey
ENSG00000110237	NA	green
ENSG00000110318	NA	grey
ENSG00000110395	NA	turquoise
ENSG00000110400	NA	black
ENSG00000110446	NA	grey
ENSG00000110497	NA	grey
ENSG00000110651	NA	grey
ENSG00000110660	NA	purple
ENSG00000110675	NA	brown
ENSG00000110693	NA	grey
ENSG00000110697	NA	grey
ENSG00000110700	NA	black
ENSG00000110711	NA	grey
ENSG00000110717	NA	grey
ENSG00000110719	NA	grey
ENSG00000110723	NA	blue
ENSG00000110799	NA	green
ENSG00000110811	NA	turquoise
ENSG00000110841	NA	grey
ENSG00000110844	NA	grey
ENSG00000110852	NA	grey
ENSG00000110871	NA	grey
ENSG00000110876	NA	green
ENSG00000110880	NA	grey
ENSG00000110888	NA	brown
ENSG00000110955	NA	black
ENSG00000111011	NA	brown
ENSG00000111057	NA	black
ENSG00000111110	NA	pink
ENSG00000111142	NA	blue
ENSG00000111144	NA	turquoise
ENSG00000111145	NA	grey
ENSG00000111206	NA	pink
ENSG00000111231	NA	grey
ENSG00000111247	NA	pink
ENSG00000111252	NA	turquoise
ENSG00000111266	NA	blue
ENSG00000111269	NA	black
ENSG00000111275	NA	grey
ENSG00000111305	NA	brown
ENSG00000111321	NA	grey
ENSG00000111331	NA	turquoise
ENSG00000111335	NA	turquoise
ENSG00000111339	NA	turquoise
ENSG00000111348	NA	turquoise
ENSG00000111364	NA	brown
ENSG00000111371	NA	blue
ENSG00000111405	NA	black
ENSG00000111450	NA	grey
ENSG00000111481	NA	black
ENSG00000111605	NA	greenyellow
ENSG00000111615	NA	greenyellow
ENSG00000111640	NA	grey
ENSG00000111653	NA	grey
ENSG00000111667	NA	black
ENSG00000111669	NA	grey
ENSG00000111676	NA	grey
ENSG00000111678	NA	black
ENSG00000111707	NA	blue
ENSG00000111711	NA	black
ENSG00000111716	NA	grey
ENSG00000111728	NA	brown
ENSG00000111731	NA	grey
ENSG00000111737	NA	black
ENSG00000111752	NA	grey
ENSG00000111775	NA	black
ENSG00000111786	NA	grey
ENSG00000111799	NA	turquoise
ENSG00000111816	NA	brown
ENSG00000111832	NA	grey
ENSG00000111843	NA	black
ENSG00000111860	NA	brown
ENSG00000111897	NA	blue
ENSG00000111911	NA	blue
ENSG00000111912	NA	grey
ENSG00000111913	NA	grey
ENSG00000111961	NA	purple
ENSG00000112039	NA	black
ENSG00000112096	NA	brown
ENSG00000112118	NA	pink
ENSG00000112137	NA	grey
ENSG00000112144	NA	blue
ENSG00000112146	NA	grey
ENSG00000112159	NA	grey
ENSG00000112175	NA	grey
ENSG00000112186	NA	grey
ENSG00000112195	NA	grey
ENSG00000112245	NA	grey
ENSG00000112276	NA	grey
ENSG00000112306	NA	black
ENSG00000112320	NA	grey
ENSG00000112335	NA	grey
ENSG00000112365	NA	blue
ENSG00000112379	NA	pink
ENSG00000112394	NA	grey
ENSG00000112414	NA	blue
ENSG00000112486	NA	brown
ENSG00000112514	NA	black
ENSG00000112559	NA	grey
ENSG00000112561	NA	grey
ENSG00000112576	NA	grey
ENSG00000112655	NA	green
ENSG00000112667	NA	salmon
ENSG00000112695	NA	grey
ENSG00000112697	NA	blue
ENSG00000112715	NA	grey
ENSG00000112739	NA	brown
ENSG00000112742	NA	pink
ENSG00000112759	NA	grey
ENSG00000112769	NA	grey
ENSG00000112773	NA	blue
ENSG00000112787	NA	grey
ENSG00000112799	NA	green
ENSG00000112837	NA	turquoise
ENSG00000112893	NA	blue
ENSG00000112902	NA	turquoise
ENSG00000112936	NA	grey
ENSG00000112977	NA	grey
ENSG00000112983	NA	grey
ENSG00000112984	NA	pink
ENSG00000112992	NA	brown
ENSG00000112996	NA	grey
ENSG00000113013	NA	blue
ENSG00000113083	NA	turquoise
ENSG00000113140	NA	green
ENSG00000113141	NA	greenyellow
ENSG00000113194	NA	black
ENSG00000113231	NA	grey
ENSG00000113240	NA	brown
ENSG00000113319	NA	turquoise
ENSG00000113356	NA	grey
ENSG00000113360	NA	grey
ENSG00000113368	NA	pink
ENSG00000113369	NA	purple
ENSG00000113384	NA	black
ENSG00000113389	NA	grey
ENSG00000113441	NA	blue
ENSG00000113494	NA	blue
ENSG00000113504	NA	green
ENSG00000113522	NA	brown
ENSG00000113532	NA	grey
ENSG00000113552	NA	grey
ENSG00000113555	NA	grey
ENSG00000113575	NA	black
ENSG00000113593	NA	brown
ENSG00000113615	NA	blue
ENSG00000113645	NA	grey
ENSG00000113649	NA	brown
ENSG00000113657	NA	turquoise
ENSG00000113658	NA	grey
ENSG00000113719	NA	purple
ENSG00000113721	NA	green
ENSG00000113732	NA	grey
ENSG00000113742	NA	blue
ENSG00000113758	NA	green
ENSG00000113810	NA	brown
ENSG00000113811	NA	grey
ENSG00000113916	NA	grey
ENSG00000113946	NA	blue
ENSG00000113971	NA	brown
ENSG00000114013	NA	green
ENSG00000114019	NA	grey
ENSG00000114054	NA	black
ENSG00000114115	NA	turquoise
ENSG00000114120	NA	greenyellow
ENSG00000114127	NA	greenyellow
ENSG00000114251	NA	grey
ENSG00000114268	NA	grey
ENSG00000114270	NA	turquoise
ENSG00000114315	NA	black
ENSG00000114391	NA	black
ENSG00000114395	NA	black
ENSG00000114450	NA	grey
ENSG00000114480	NA	purple
ENSG00000114544	NA	grey
ENSG00000114554	NA	grey
ENSG00000114573	NA	grey
ENSG00000114626	NA	grey
ENSG00000114638	NA	turquoise
ENSG00000114650	NA	grey
ENSG00000114656	NA	brown
ENSG00000114670	NA	grey
ENSG00000114698	NA	grey
ENSG00000114735	NA	grey
ENSG00000114737	NA	black
ENSG00000114738	NA	grey
ENSG00000114739	NA	blue
ENSG00000114745	NA	black
ENSG00000114767	NA	grey
ENSG00000114770	NA	grey
ENSG00000114790	NA	grey
ENSG00000114796	NA	blue
ENSG00000114812	NA	grey
ENSG00000114841	NA	grey
ENSG00000114853	NA	turquoise
ENSG00000114857	NA	brown
ENSG00000114861	NA	grey
ENSG00000114902	NA	grey
ENSG00000114933	NA	greenyellow
ENSG00000114942	NA	grey
ENSG00000114956	NA	grey
ENSG00000114988	NA	grey
ENSG00000114993	NA	grey
ENSG00000114999	NA	grey
ENSG00000115053	NA	grey
ENSG00000115073	NA	grey
ENSG00000115107	NA	grey
ENSG00000115112	NA	pink
ENSG00000115129	NA	grey
ENSG00000115159	NA	blue
ENSG00000115165	NA	turquoise
ENSG00000115183	NA	grey
ENSG00000115207	NA	black
ENSG00000115216	NA	black
ENSG00000115221	NA	turquoise
ENSG00000115232	NA	grey
ENSG00000115234	NA	black
ENSG00000115239	NA	brown
ENSG00000115268	NA	grey
ENSG00000115271	NA	turquoise
ENSG00000115275	NA	black
ENSG00000115286	NA	grey
ENSG00000115290	NA	grey
ENSG00000115295	NA	grey
ENSG00000115306	NA	grey
ENSG00000115307	NA	grey
ENSG00000115318	NA	turquoise
ENSG00000115339	NA	turquoise
ENSG00000115350	NA	grey
ENSG00000115355	NA	grey
ENSG00000115363	NA	black
ENSG00000115368	NA	grey
ENSG00000115380	NA	pink
ENSG00000115414	NA	turquoise
ENSG00000115415	NA	turquoise
ENSG00000115419	NA	grey
ENSG00000115446	NA	black
ENSG00000115457	NA	green
ENSG00000115461	NA	grey
ENSG00000115464	NA	brown
ENSG00000115468	NA	purple
ENSG00000115504	NA	grey
ENSG00000115520	NA	black
ENSG00000115524	NA	brown
ENSG00000115541	NA	blue
ENSG00000115548	NA	grey
ENSG00000115590	NA	turquoise
ENSG00000115602	NA	grey
ENSG00000115604	NA	grey
ENSG00000115641	NA	purple
ENSG00000115649	NA	black
ENSG00000115687	NA	brown
ENSG00000115760	NA	greenyellow
ENSG00000115762	NA	grey
ENSG00000115806	NA	blue
ENSG00000115816	NA	grey
ENSG00000115839	NA	blue
ENSG00000115841	NA	grey
ENSG00000115884	NA	black
ENSG00000115896	NA	grey
ENSG00000115904	NA	grey
ENSG00000115935	NA	turquoise
ENSG00000115944	NA	grey
ENSG00000115947	NA	brown
ENSG00000115956	NA	green
ENSG00000115977	NA	grey
ENSG00000116001	NA	brown
ENSG00000116016	NA	black
ENSG00000116017	NA	purple
ENSG00000116117	NA	grey
ENSG00000116127	NA	grey
ENSG00000116133	NA	grey
ENSG00000116141	NA	grey
ENSG00000116161	NA	blue
ENSG00000116183	NA	purple
ENSG00000116191	NA	grey
ENSG00000116194	NA	grey
ENSG00000116209	NA	black
ENSG00000116212	NA	black
ENSG00000116260	NA	grey
ENSG00000116273	NA	grey
ENSG00000116285	NA	purple
ENSG00000116299	NA	brown
ENSG00000116337	NA	grey
ENSG00000116350	NA	greenyellow
ENSG00000116406	NA	blue
ENSG00000116473	NA	grey
ENSG00000116525	NA	grey
ENSG00000116539	NA	grey
ENSG00000116560	NA	brown
ENSG00000116574	NA	grey
ENSG00000116649	NA	green
ENSG00000116670	NA	grey
ENSG00000116685	NA	black
ENSG00000116688	NA	black
ENSG00000116691	NA	grey
ENSG00000116698	NA	grey
ENSG00000116701	NA	green
ENSG00000116711	NA	grey
ENSG00000116729	NA	pink
ENSG00000116731	NA	grey
ENSG00000116747	NA	greenyellow
ENSG00000116754	NA	brown
ENSG00000116774	NA	turquoise
ENSG00000116786	NA	grey
ENSG00000116852	NA	grey
ENSG00000116857	NA	grey
ENSG00000116863	NA	black
ENSG00000116871	NA	black
ENSG00000116883	NA	grey
ENSG00000116885	NA	black
ENSG00000116898	NA	grey
ENSG00000116906	NA	grey
ENSG00000116991	NA	grey
ENSG00000117091	NA	turquoise
ENSG00000117114	NA	grey
ENSG00000117115	NA	green
ENSG00000117118	NA	black
ENSG00000117122	NA	black
ENSG00000117139	NA	black
ENSG00000117143	NA	black
ENSG00000117174	NA	grey
ENSG00000117280	NA	turquoise
ENSG00000117298	NA	green
ENSG00000117308	NA	black
ENSG00000117318	NA	grey
ENSG00000117335	NA	black
ENSG00000117360	NA	grey
ENSG00000117362	NA	black
ENSG00000117385	NA	grey
ENSG00000117394	NA	purple
ENSG00000117399	NA	salmon
ENSG00000117408	NA	black
ENSG00000117410	NA	black
ENSG00000117411	NA	grey
ENSG00000117419	NA	black
ENSG00000117448	NA	black
ENSG00000117450	NA	grey
ENSG00000117461	NA	grey
ENSG00000117479	NA	blue
ENSG00000117480	NA	grey
ENSG00000117500	NA	blue
ENSG00000117523	NA	brown
ENSG00000117525	NA	grey
ENSG00000117569	NA	brown
ENSG00000117592	NA	black
ENSG00000117594	NA	turquoise
ENSG00000117595	NA	grey
ENSG00000117602	NA	black
ENSG00000117614	NA	blue
ENSG00000117616	NA	grey
ENSG00000117620	NA	blue
ENSG00000117625	NA	brown
ENSG00000117643	NA	purple
ENSG00000117650	NA	pink
ENSG00000117676	NA	grey
ENSG00000117691	NA	black
ENSG00000117707	NA	grey
ENSG00000117713	NA	grey
ENSG00000117724	NA	pink
ENSG00000117868	NA	purple
ENSG00000117899	NA	blue
ENSG00000117906	NA	blue
ENSG00000117984	NA	black
ENSG00000118058	NA	grey
ENSG00000118193	NA	pink
ENSG00000118197	NA	blue
ENSG00000118200	NA	blue
ENSG00000118242	NA	grey
ENSG00000118257	NA	pink
ENSG00000118260	NA	grey
ENSG00000118263	NA	grey
ENSG00000118276	NA	grey
ENSG00000118292	NA	grey
ENSG00000118322	NA	brown
ENSG00000118407	NA	grey
ENSG00000118420	NA	grey
ENSG00000118482	NA	greenyellow
ENSG00000118495	NA	grey
ENSG00000118508	NA	grey
ENSG00000118513	NA	brown
ENSG00000118523	NA	grey
ENSG00000118596	NA	grey
ENSG00000118640	NA	black
ENSG00000118680	NA	black
ENSG00000118689	NA	grey
ENSG00000118705	NA	black
ENSG00000118777	NA	grey
ENSG00000118804	NA	grey
ENSG00000118922	NA	turquoise
ENSG00000118939	NA	grey
ENSG00000118960	NA	black
ENSG00000118965	NA	grey
ENSG00000118971	NA	turquoise
ENSG00000119121	NA	grey
ENSG00000119138	NA	grey
ENSG00000119139	NA	blue
ENSG00000119314	NA	blue
ENSG00000119326	NA	pink
ENSG00000119328	NA	grey
ENSG00000119333	NA	black
ENSG00000119383	NA	black
ENSG00000119392	NA	black
ENSG00000119397	NA	brown
ENSG00000119403	NA	grey
ENSG00000119408	NA	green
ENSG00000119421	NA	black
ENSG00000119431	NA	black
ENSG00000119535	NA	black
ENSG00000119574	NA	grey
ENSG00000119596	NA	grey
ENSG00000119630	NA	black
ENSG00000119632	NA	grey
ENSG00000119636	NA	grey
ENSG00000119655	NA	grey
ENSG00000119661	NA	brown
ENSG00000119669	NA	grey
ENSG00000119673	NA	grey
ENSG00000119681	NA	turquoise
ENSG00000119684	NA	greenyellow
ENSG00000119685	NA	grey
ENSG00000119686	NA	grey
ENSG00000119689	NA	grey
ENSG00000119699	NA	turquoise
ENSG00000119707	NA	brown
ENSG00000119718	NA	grey
ENSG00000119725	NA	grey
ENSG00000119760	NA	greenyellow
ENSG00000119777	NA	grey
ENSG00000119778	NA	brown
ENSG00000119812	NA	blue
ENSG00000119844	NA	blue
ENSG00000119865	NA	turquoise
ENSG00000119917	NA	turquoise
ENSG00000119950	NA	purple
ENSG00000119969	NA	pink
ENSG00000119977	NA	black
ENSG00000119979	NA	grey
ENSG00000119986	NA	grey
ENSG00000120053	NA	grey
ENSG00000120093	NA	brown
ENSG00000120129	NA	grey
ENSG00000120149	NA	grey
ENSG00000120156	NA	grey
ENSG00000120211	NA	grey
ENSG00000120256	NA	black
ENSG00000120279	NA	grey
ENSG00000120306	NA	grey
ENSG00000120327	NA	grey
ENSG00000120457	NA	grey
ENSG00000120458	NA	brown
ENSG00000120616	NA	brown
ENSG00000120685	NA	greenyellow
ENSG00000120686	NA	blue
ENSG00000120688	NA	greenyellow
ENSG00000120693	NA	grey
ENSG00000120694	NA	grey
ENSG00000120708	NA	turquoise
ENSG00000120725	NA	grey
ENSG00000120742	NA	grey
ENSG00000120784	NA	grey
ENSG00000120798	NA	grey
ENSG00000120800	NA	grey
ENSG00000120802	NA	grey
ENSG00000120832	NA	grey
ENSG00000120837	NA	greenyellow
ENSG00000120896	NA	green
ENSG00000120899	NA	turquoise
ENSG00000120913	NA	black
ENSG00000120963	NA	brown
ENSG00000120992	NA	black
ENSG00000121060	NA	grey
ENSG00000121073	NA	black
